b_values,loglikelihood
1.0,1.610988974571228
1.2105263471603394,3.3427422046661377
1.4210526943206787,1.5098445415496826
1.6315789222717285,2.0888524055480957
1.8421052694320679,0.5881964564323425
2.0526316165924072,0.5813731551170349
2.263157844543457,3.7031853199005127
2.473684310913086,1.312520146369934
2.6842105388641357,1.174817442893982
2.8947367668151855,0.6405313014984131
3.1052632331848145,1.1398347616195679
3.3157894611358643,1.0630595684051514
3.526315689086914,2.2009499073028564
3.736842155456543,3.023864269256592
3.9473683834075928,2.3196139335632324
4.157894611358643,4.828369140625
4.3684210777282715,2.341627597808838
4.5789475440979,3.1048407554626465
4.789473533630371,5.014054775238037
5.0,3.4781458377838135
