a_values,b_values,p0_values,p1_values,p2_values,p3_values,loglikelihood
177619.703125,1.0,-13.628369331359863,-5.199999809265137,-1.1632055044174194,-0.10690004378557205,3.2892067432403564
177058.234375,1.0,-13.6139497756958,-5.110526084899902,-1.1321793794631958,-0.10382483154535294,3.7729737758636475
179356.0,1.0,-13.404440879821777,-5.021052360534668,-1.1135103702545166,-0.10227237641811371,1.9759124517440796
184863.390625,1.0,-12.981613159179688,-4.931578636169434,-1.1172927618026733,-0.1042070984840393,0.7454509735107422
175449.796875,1.0,-13.689967155456543,-4.842104911804199,-1.0152701139450073,-0.09034977108240128,5.483050346374512
177150.609375,1.0,-12.946268081665039,-4.752631664276123,-1.0519006252288818,-0.09734254330396652,3.6746785640716553
173300.515625,1.0,-13.182326316833496,-4.663157939910889,-0.9997203350067139,-0.09123332053422928,8.31516170501709
179890.3125,1.0,-13.198101997375488,-4.573684215545654,-0.9617120027542114,-0.08688883483409882,1.6036993265151978
182192.078125,1.0,-13.046723365783691,-4.48421049118042,-0.9364688992500305,-0.08429339528083801,0.7386945486068726
185858.65625,1.0,-12.097164154052734,-4.3947367668151855,-0.9874640703201294,-0.09316322207450867,0.9501858949661255
177502.15625,1.0,-12.62275505065918,-4.305263042449951,-0.9094473719596863,-0.08326531201601028,3.3135223388671875
177495.0,1.0,-11.767725944519043,-4.215789318084717,-0.9470465779304504,-0.08988776803016663,3.362999677658081
188077.953125,1.0,-12.51133918762207,-4.126315593719482,-0.8497815728187561,-0.07717879861593246,1.9306660890579224
173910.3125,1.0,-11.572400093078613,-4.036841869354248,-0.892562985420227,-0.08442997187376022,7.453609943389893
182521.828125,1.0,-11.558692932128906,-3.9473683834075928,-0.8614463806152344,-0.08133936673402786,0.6798672676086426
179513.8125,1.0,-11.884235382080078,-3.8578946590423584,-0.7904005646705627,-0.0718422383069992,1.8444477319717407
172585.296875,1.0,-12.825828552246094,-3.768420934677124,-0.6873164176940918,-0.05895243585109711,9.424609184265137
182352.578125,1.0,-11.541109085083008,-3.6789474487304688,-0.7584772706031799,-0.07022731751203537,0.6888009309768677
188884.84375,1.0,-11.526847839355469,-3.5894737243652344,-0.7251853942871094,-0.06669040769338608,2.484351634979248
