b_values,p0_values,loglikelihood
-10.0,-15.0,24.661945
-10.0,-12.75,59.43636
-10.0,-10.5,280.70422
-10.0,-8.25,1675.5555
-10.0,-6.0,256.63702
-7.75,-15.0,34155.47
-7.75,-12.75,2906.2761
-7.75,-10.5,1451.2247
-7.75,-8.25,73.25655
-7.75,-6.0,623.2915
-5.5,-15.0,9546.488
-5.5,-12.75,414.00122
-5.5,-10.5,649.0742
-5.5,-8.25,3658.675
-5.5,-6.0,307.49866
-3.25,-15.0,38.801384
-3.25,-12.75,8314.006
-3.25,-10.5,19705.77
-3.25,-8.25,183.55038
-3.25,-6.0,477.65823
-1.0,-15.0,60459.754
-1.0,-12.75,86.04324
-1.0,-10.5,1210.5433
-1.0,-8.25,157.17078
-1.0,-6.0,1521.0917
