b_values,p0_values,loglikelihood
3.0,-14.0,885.92267
3.0,-13.842105,15528.865
3.0,-13.684211,127223.15
3.0,-13.526316,925.31024
3.0,-13.368422,53232.652
3.0,-13.210526,36530.72
3.0,-13.052631,27028.172
3.0,-12.894737,284.5263
3.0,-12.736842,199.22395
3.0,-12.578947,351625.9
3.0,-12.421053,407.76068
3.0,-12.263158,34332.125
3.0,-12.105263,16575.66
3.0,-11.947369,461.50525
3.0,-11.789474,9158.787
3.0,-11.631578,30252.322
3.0,-11.473684,34365.82
3.0,-11.315789,7519.376
3.0,-11.157895,25.196133
3.0,-11.0,328000.25
2.868421,-14.0,1918.4948
2.868421,-13.842105,8.384936
2.868421,-13.684211,8345.901
2.868421,-13.526316,27518.467
2.868421,-13.368422,2200.0896
2.868421,-13.210526,7595.2505
2.868421,-13.052631,228.1856
2.868421,-12.894737,16.067001
2.868421,-12.736842,116516.01
2.868421,-12.578947,37.14646
2.868421,-12.421053,23641.428
2.868421,-12.263158,1343.8508
2.868421,-12.105263,43152.926
2.868421,-11.947369,69.56702
2.868421,-11.789474,40171.98
2.868421,-11.631578,49.451645
2.868421,-11.473684,76.950005
2.868421,-11.315789,3619.2463
2.868421,-11.157895,51889.336
2.868421,-11.0,31281.852
2.7368422,-14.0,9961.501
2.7368422,-13.842105,23988.938
2.7368422,-13.684211,233578.94
2.7368422,-13.526316,2344.3643
2.7368422,-13.368422,6324.93
2.7368422,-13.210526,114176.93
2.7368422,-13.052631,392.32065
2.7368422,-12.894737,59231.7
2.7368422,-12.736842,8414.012
2.7368422,-12.578947,70461.76
2.7368422,-12.421053,153838.77
2.7368422,-12.263158,1279.0331
2.7368422,-12.105263,377.13077
2.7368422,-11.947369,245283.66
2.7368422,-11.789474,11804.241
2.7368422,-11.631578,24.100199
2.7368422,-11.473684,47.230915
2.7368422,-11.315789,22943.27
2.7368422,-11.157895,2333.3423
2.7368422,-11.0,55662.164
2.6052632,-14.0,33240.855
2.6052632,-13.842105,118710.06
2.6052632,-13.684211,63180.19
2.6052632,-13.526316,173810.8
2.6052632,-13.368422,408.71246
2.6052632,-13.210526,63.870823
2.6052632,-13.052631,19497.008
2.6052632,-12.894737,9665.551
2.6052632,-12.736842,7.042132
2.6052632,-12.578947,31775.79
2.6052632,-12.421053,197748.4
2.6052632,-12.263158,1582.6523
2.6052632,-12.105263,3090.978
2.6052632,-11.947369,44249.055
2.6052632,-11.789474,112.67449
2.6052632,-11.631578,820.8229
2.6052632,-11.473684,139380.45
2.6052632,-11.315789,21.62299
2.6052632,-11.157895,2985.938
2.6052632,-11.0,10818.429
2.4736843,-14.0,1945.243
2.4736843,-13.842105,1846.5671
2.4736843,-13.684211,73878.35
2.4736843,-13.526316,2624.9473
2.4736843,-13.368422,28420.252
2.4736843,-13.210526,182141.1
2.4736843,-13.052631,38737.906
2.4736843,-12.894737,38.834293
2.4736843,-12.736842,3339.3298
2.4736843,-12.578947,93990.9
2.4736843,-12.421053,38491.29
2.4736843,-12.263158,3143.3865
2.4736843,-12.105263,100314.6
2.4736843,-11.947369,4946.399
2.4736843,-11.789474,99.45568
2.4736843,-11.631578,117815.64
2.4736843,-11.473684,127.5749
2.4736843,-11.315789,294.9315
2.4736843,-11.157895,71.99957
2.4736843,-11.0,5890.882
2.3421052,-14.0,52035.62
2.3421052,-13.842105,90217.414
2.3421052,-13.684211,17184.328
2.3421052,-13.526316,6092.7197
2.3421052,-13.368422,3431.7026
2.3421052,-13.210526,85371.92
2.3421052,-13.052631,89162.67
2.3421052,-12.894737,6981.7114
