b_values,p0_values,loglikelihood
1.0,-15.0,905.9263305664062
1.0,-14.736842155456543,294.488525390625
1.0,-14.473684310913086,12015.44140625
1.0,-14.210526466369629,818.6058349609375
1.0,-13.947368621826172,1876.079833984375
1.0,-13.684210777282715,10954.3310546875
1.0,-13.421052932739258,9384.4482421875
1.0,-13.1578950881958,714.7679443359375
1.0,-12.894737243652344,19406.505859375
1.0,-12.63157844543457,27116.76953125
1.0,-12.36842155456543,602.96875
1.0,-12.105262756347656,575.4210815429688
1.0,-11.8421049118042,198.56967163085938
1.0,-11.578947067260742,179.14718627929688
1.0,-11.315789222717285,1091.3494873046875
1.0,-11.052631378173828,2595.890625
1.0,-10.789473533630371,287.44183349609375
1.0,-10.526315689086914,418.9208068847656
1.0,-10.263157844543457,5.252354145050049
1.0,-10.0,28.76572036743164
1.2105263471603394,-15.0,289.63348388671875
1.2105263471603394,-14.736842155456543,27903.474609375
1.2105263471603394,-14.473684310913086,40763.10546875
1.2105263471603394,-14.210526466369629,1445.84228515625
1.2105263471603394,-13.947368621826172,964.1622924804688
1.2105263471603394,-13.684210777282715,1086.53515625
1.2105263471603394,-13.421052932739258,1169.128662109375
1.2105263471603394,-13.1578950881958,681.5123291015625
1.2105263471603394,-12.894737243652344,271.0745544433594
1.2105263471603394,-12.63157844543457,1117.4031982421875
1.2105263471603394,-12.36842155456543,732.495849609375
1.2105263471603394,-12.105262756347656,1584.9503173828125
1.2105263471603394,-11.8421049118042,1500.9185791015625
1.2105263471603394,-11.578947067260742,445.5156555175781
1.2105263471603394,-11.315789222717285,66.1907730102539
1.2105263471603394,-11.052631378173828,33.0180549621582
1.2105263471603394,-10.789473533630371,549.4860229492188
1.2105263471603394,-10.526315689086914,3.496685028076172
1.2105263471603394,-10.263157844543457,44.889556884765625
1.2105263471603394,-10.0,1204.2430419921875
1.4210526943206787,-15.0,287.6038818359375
1.4210526943206787,-14.736842155456543,13695.8115234375
1.4210526943206787,-14.473684310913086,24755.564453125
1.4210526943206787,-14.210526466369629,9.587868690490723
1.4210526943206787,-13.947368621826172,32.83259582519531
1.4210526943206787,-13.684210777282715,11927.849609375
1.4210526943206787,-13.421052932739258,450.03662109375
1.4210526943206787,-13.1578950881958,922.6786499023438
1.4210526943206787,-12.894737243652344,2.410858154296875
1.4210526943206787,-12.63157844543457,8.887080192565918
1.4210526943206787,-12.36842155456543,937.8078002929688
1.4210526943206787,-12.105262756347656,471.0103759765625
1.4210526943206787,-11.8421049118042,1701.826171875
1.4210526943206787,-11.578947067260742,302.09912109375
1.4210526943206787,-11.315789222717285,1529.531005859375
1.4210526943206787,-11.052631378173828,33.91457748413086
1.4210526943206787,-10.789473533630371,612.4805908203125
1.4210526943206787,-10.526315689086914,139.27059936523438
1.4210526943206787,-10.263157844543457,858.1670532226562
1.4210526943206787,-10.0,337.470458984375
1.6315789222717285,-15.0,18.089046478271484
1.6315789222717285,-14.736842155456543,11458.76171875
1.6315789222717285,-14.473684310913086,5718.41552734375
1.6315789222717285,-14.210526466369629,1027.35205078125
1.6315789222717285,-13.947368621826172,322.49139404296875
1.6315789222717285,-13.684210777282715,9671.0126953125
1.6315789222717285,-13.421052932739258,4809.0302734375
1.6315789222717285,-13.1578950881958,338.7977600097656
1.6315789222717285,-12.894737243652344,455.993896484375
1.6315789222717285,-12.63157844543457,79.55192565917969
1.6315789222717285,-12.36842155456543,349.89501953125
1.6315789222717285,-12.105262756347656,4211.4736328125
1.6315789222717285,-11.8421049118042,9.626016616821289
1.6315789222717285,-11.578947067260742,397.3778381347656
1.6315789222717285,-11.315789222717285,3144.879150390625
1.6315789222717285,-11.052631378173828,8.69753360748291
1.6315789222717285,-10.789473533630371,60.2540168762207
1.6315789222717285,-10.526315689086914,1811.8670654296875
1.6315789222717285,-10.263157844543457,491.69476318359375
1.6315789222717285,-10.0,112.42434692382812
1.8421052694320679,-15.0,3322.80712890625
1.8421052694320679,-14.736842155456543,22210.755859375
1.8421052694320679,-14.473684310913086,500.4054260253906
1.8421052694320679,-14.210526466369629,75.24749755859375
1.8421052694320679,-13.947368621826172,16499.818359375
1.8421052694320679,-13.684210777282715,35.08910369873047
1.8421052694320679,-13.421052932739258,105.47476959228516
1.8421052694320679,-13.1578950881958,1478.7650146484375
1.8421052694320679,-12.894737243652344,481.1127014160156
1.8421052694320679,-12.63157844543457,601.9161376953125
1.8421052694320679,-12.36842155456543,97.49775695800781
1.8421052694320679,-12.105262756347656,5613.02685546875
1.8421052694320679,-11.8421049118042,524.167236328125
1.8421052694320679,-11.578947067260742,445.5220642089844
1.8421052694320679,-11.315789222717285,12459.771484375
1.8421052694320679,-11.052631378173828,27435.068359375
1.8421052694320679,-10.789473533630371,847.0020141601562
1.8421052694320679,-10.526315689086914,1197.866455078125
