b_values,p0_values,loglikelihood
-10.0,-15.0,26835.809
-10.0,-12.75,65715.484
-10.0,-10.5,3286.1946
-10.0,-8.25,184.37798
-10.0,-6.0,26.190414
-7.75,-15.0,5.053698
-7.75,-12.75,131716.1
-7.75,-10.5,266.25473
-7.75,-8.25,6.60462
-7.75,-6.0,1771.0138
-5.5,-15.0,26841.809
-5.5,-12.75,1394.6426
-5.5,-10.5,1124.1967
-5.5,-8.25,291.71927
-5.5,-6.0,120.01485
-3.25,-15.0,1732.944
-3.25,-12.75,801.0922
-3.25,-10.5,231.93541
-3.25,-8.25,155.93512
-3.25,-6.0,1370.235
-1.0,-15.0,22964.77
-1.0,-12.75,327.66895
-1.0,-10.5,75559.44
-1.0,-8.25,491.70807
-1.0,-6.0,245.89165
