b_values,p0_values,loglikelihood
10.0,-15.0,47143.97
10.0,-14.357142,424.19547
10.0,-13.714286,35284.227
10.0,-13.071428,706.1566
10.0,-12.428572,32.936165
10.0,-11.785714,6196.055
10.0,-11.142858,29441.926
10.0,-10.5,7745.6143
10.0,-9.857142,2159.645
10.0,-9.214286,11882.934
10.0,-8.571428,6758.226
10.0,-7.928571,156.5361
10.0,-7.285714,17.886251
10.0,-6.642857,3.9349537
10.0,-6.0,31.819162
9.357142,-15.0,39303.09
9.357142,-14.357142,37282.79
9.357142,-13.714286,16399.322
9.357142,-13.071428,7142.7363
9.357142,-12.428572,857.9423
9.357142,-11.785714,55628.746
9.357142,-11.142858,14858.413
9.357142,-10.5,20161.52
9.357142,-9.857142,200.87456
9.357142,-9.214286,62077.418
9.357142,-8.571428,74161.11
9.357142,-7.928571,37415.305
9.357142,-7.285714,51008.305
9.357142,-6.642857,856.1558
9.357142,-6.0,11.423932
8.714286,-15.0,3618.6877
8.714286,-14.357142,4354.7847
8.714286,-13.714286,90753.17
8.714286,-13.071428,2074.6375
8.714286,-12.428572,2419.6045
8.714286,-11.785714,1857.1094
8.714286,-11.142858,2722.91
8.714286,-10.5,24931.668
8.714286,-9.857142,50.143177
8.714286,-9.214286,109.790306
8.714286,-8.571428,1896.8035
8.714286,-7.928571,340.86124
8.714286,-7.285714,516.6194
8.714286,-6.642857,40.789448
8.714286,-6.0,250.6817
8.071428,-15.0,7157.5825
8.071428,-14.357142,74047.984
8.071428,-13.714286,3338.2554
8.071428,-13.071428,12017.564
8.071428,-12.428572,809.6873
8.071428,-11.785714,3098.6406
8.071428,-11.142858,2142.1243
8.071428,-10.5,11109.391
8.071428,-9.857142,364.49985
8.071428,-9.214286,77.67119
8.071428,-8.571428,110.37132
8.071428,-7.928571,3857.847
8.071428,-7.285714,76.20526
8.071428,-6.642857,179.73099
8.071428,-6.0,9414.844
7.4285717,-15.0,431.25635
7.4285717,-14.357142,1626.2017
7.4285717,-13.714286,42882.88
7.4285717,-13.071428,12151.288
7.4285717,-12.428572,383.01706
7.4285717,-11.785714,6044.158
7.4285717,-11.142858,326.4894
7.4285717,-10.5,762.96436
7.4285717,-9.857142,34.533142
7.4285717,-9.214286,68.355194
7.4285717,-8.571428,15785.6
7.4285717,-7.928571,444.73428
7.4285717,-7.285714,1393.0149
7.4285717,-6.642857,144.3293
7.4285717,-6.0,21874.611
6.785714,-15.0,128236.34
6.785714,-14.357142,414.4674
6.785714,-13.714286,1756.9574
6.785714,-13.071428,197.968
6.785714,-12.428572,215404.92
6.785714,-11.785714,7.958079
6.785714,-11.142858,5.097064
6.785714,-10.5,6.5037317
6.785714,-9.857142,75.751816
6.785714,-9.214286,213.96095
6.785714,-8.571428,2281.61
6.785714,-7.928571,186.49205
6.785714,-7.285714,2717.0967
6.785714,-6.642857,29690.15
6.785714,-6.0,546.185
6.142857,-15.0,318.24396
6.142857,-14.357142,1303.9565
6.142857,-13.714286,91920.48
6.142857,-13.071428,2189.6426
6.142857,-12.428572,2601.6023
6.142857,-11.785714,94739.06
6.142857,-11.142858,544.59454
6.142857,-10.5,36664.023
6.142857,-9.857142,2193.2603
6.142857,-9.214286,932.21106
6.142857,-8.571428,806.459
6.142857,-7.928571,3959.77
6.142857,-7.285714,33291.66
6.142857,-6.642857,4.9222374
6.142857,-6.0,16.721909
5.5,-15.0,399.84976
5.5,-14.357142,8545.67
5.5,-13.714286,191316.34
5.5,-13.071428,77.60805
5.5,-12.428572,42641.594
5.5,-11.785714,2675.5808
5.5,-11.142858,1565.1365
5.5,-10.5,2014.206
5.5,-9.857142,256.192
5.5,-9.214286,319.79846
5.5,-8.571428,307.48288
5.5,-7.928571,893.8668
5.5,-7.285714,34970.71
5.5,-6.642857,15833.238
5.5,-6.0,207.10489
4.857143,-15.0,2385.4343
4.857143,-14.357142,51966.527
4.857143,-13.714286,39409.54
4.857143,-13.071428,27914.145
4.857143,-12.428572,1237.9735
4.857143,-11.785714,466.45682
4.857143,-11.142858,376573.1
4.857143,-10.5,1148.8789
4.857143,-9.857142,725.8216
4.857143,-9.214286,33903.207
4.857143,-8.571428,305.03326
4.857143,-7.928571,8196.1045
4.857143,-7.285714,2551.659
4.857143,-6.642857,502.98465
4.857143,-6.0,22836.043
4.214286,-15.0,5880.095
4.214286,-14.357142,21.059736
4.214286,-13.714286,10.86269
4.214286,-13.071428,314.09024
4.214286,-12.428572,215.8525
4.214286,-11.785714,3008.2827
4.214286,-11.142858,5008.048
4.214286,-10.5,414.9242
4.214286,-9.857142,42291.332
4.214286,-9.214286,308.5143
4.214286,-8.571428,22140.377
4.214286,-7.928571,8911.807
4.214286,-7.285714,2512.5117
