b_values,loglikelihood
1.0,86011.5625
2.0,66271.4921875
3.0,51593.56640625
4.0,40537.6328125
5.0,32117.93359375
6.0,25646.08203125
7.0,20631.779296875
8.0,16719.564453125
9.0,13647.8427734375
10.0,11221.69140625
