b_values,p0_values,loglikelihood
-10.0,-15.0,39.064438
-10.0,-12.75,17.933786
-10.0,-10.5,172.36253
-10.0,-8.25,317.85217
-10.0,-6.0,1287.947
-7.75,-15.0,28641.48
-7.75,-12.75,23727.146
-7.75,-10.5,1610.0094
-7.75,-8.25,567.1019
-7.75,-6.0,1103.3641
-5.5,-15.0,865.06177
-5.5,-12.75,12579.694
-5.5,-10.5,11216.055
-5.5,-8.25,604.26
-5.5,-6.0,24449.707
-3.25,-15.0,258.29428
-3.25,-12.75,586.0493
-3.25,-10.5,1760.3395
-3.25,-8.25,2987.2573
-3.25,-6.0,105.86681
-1.0,-15.0,54344.18
-1.0,-12.75,684.4615
-1.0,-10.5,1700.2383
-1.0,-8.25,421.38474
-1.0,-6.0,464.39108
