b_values,loglikelihood
1.0,1065.319600242573
1.4736842105263157,1619.0147250550215
1.9473684210526314,1333.693573933914
2.4210526315789473,1769.7544733471373
2.894736842105263,1350.7524494788042
3.3684210526315788,2477.37641794529
3.8421052631578947,1144.8789563184355
4.315789473684211,1558.1283837021815
4.789473684210526,2531.0617731100083
5.263157894736842,964.782974537349
5.7368421052631575,1490.9841127610607
6.2105263157894735,1174.3442373124922
6.684210526315789,1935.1351544979575
7.157894736842105,1436.37606007778
7.63157894736842,2575.680344817616
8.105263157894736,1558.6309703521626
8.578947368421051,1817.761407682643
9.052631578947368,1166.7854051416323
9.526315789473683,2508.7644309012744
10.0,1020.5811838864638
