b_values,p0_values,loglikelihood
-10.0,-15.0,70491.4
-10.0,-14.307693,81277.234
-10.0,-13.615385,212826.28
-10.0,-12.923077,1573.0128
-10.0,-12.230769,368.30374
-10.0,-11.538462,235656.72
-10.0,-10.846153,3233.5828
-10.0,-10.153847,76.845
-10.0,-9.461538,542.5962
-10.0,-8.769231,4369.813
-10.0,-8.076923,8.366348
-10.0,-7.3846154,868.3085
-10.0,-6.6923075,878.8993
-10.0,-6.0,700.6837
-9.307693,-15.0,1504.6144
-9.307693,-14.307693,18398.338
-9.307693,-13.615385,1159.8801
-9.307693,-12.923077,38373.285
-9.307693,-12.230769,45399.68
-9.307693,-11.538462,2889.72
-9.307693,-10.846153,11253.239
-9.307693,-10.153847,265.72778
-9.307693,-9.461538,9.65331
-9.307693,-8.769231,1184.9418
-9.307693,-8.076923,395.04385
-9.307693,-7.3846154,1814.1438
-9.307693,-6.6923075,1372.3448
-9.307693,-6.0,11.078437
-8.615385,-15.0,21930.838
-8.615385,-14.307693,146.02774
-8.615385,-13.615385,491.83328
-8.615385,-12.923077,17434.385
-8.615385,-12.230769,44.298145
-8.615385,-11.538462,149.59326
-8.615385,-10.846153,684.18085
-8.615385,-10.153847,1976.1149
-8.615385,-9.461538,86.67613
-8.615385,-8.769231,2662.152
-8.615385,-8.076923,1036.5417
-8.615385,-7.3846154,344.78952
-8.615385,-6.6923075,4.483284
-8.615385,-6.0,2077.0254
-7.9230766,-15.0,21356.82
-7.9230766,-14.307693,21.032112
-7.9230766,-13.615385,9.870421
-7.9230766,-12.923077,22143.459
-7.9230766,-12.230769,2945.1697
-7.9230766,-11.538462,20753.428
-7.9230766,-10.846153,102391.82
-7.9230766,-10.153847,4502.657
-7.9230766,-9.461538,21134.79
-7.9230766,-8.769231,29.121836
-7.9230766,-8.076923,583.9908
-7.9230766,-7.3846154,538.9663
-7.9230766,-6.6923075,2620.5103
-7.9230766,-6.0,1242.0732
-7.230769,-15.0,23349.527
-7.230769,-14.307693,76301.336
-7.230769,-13.615385,4.055567
-7.230769,-12.923077,100.945694
-7.230769,-12.230769,16.362513
-7.230769,-11.538462,2457.6604
-7.230769,-10.846153,1415.5165
-7.230769,-10.153847,87.86898
-7.230769,-9.461538,6729.8276
-7.230769,-8.769231,5.8218417
-7.230769,-8.076923,492.9613
-7.230769,-7.3846154,153.72353
-7.230769,-6.6923075,383.99963
