b_values,loglikelihood
1.0,1807.0425994440466
1.4736842105263157,1541.3348191297841
1.9473684210526314,998.2131161546187
2.4210526315789473,1010.2284624414106
2.894736842105263,2040.0872394403973
3.3684210526315788,1538.832021962358
3.8421052631578947,2517.2617352658667
4.315789473684211,1361.8539769658644
4.789473684210526,1239.9202048324464
5.263157894736842,1328.9706513077444
5.7368421052631575,1574.7848794527474
6.2105263157894735,2075.590870355311
6.684210526315789,1389.7845718682881
7.157894736842105,2150.7892044096307
7.63157894736842,1291.3563426024195
8.105263157894736,1143.1426530188671
8.578947368421051,970.1724281754788
9.052631578947368,2294.813109387684
9.526315789473683,2515.547880255454
10.0,1364.104531619404
