a_values,b_values,p0_values,p1_values,p2_values,p3_values,loglikelihood
180319.578125,1.0,-13.5,-4.308061122894287,-0.8342514038085938,-0.07232055813074112,2.990297794342041
181975.859375,1.0,-13.0,-4.288780689239502,-0.8724596500396729,-0.07827316969633102,2.7446682453155518
182932.125,1.0,-12.5,-4.285162925720215,-0.9056078791618347,-0.08261506259441376,2.67301869392395
182295.1875,1.0,-12.0,-3.848517656326294,-0.7831933498382568,-0.0713222473859787,2.713268518447876
184037.09375,1.0,-11.5,-4.400597095489502,-1.0369254350662231,-0.09999364614486694,2.679182529449463
185318.9375,1.0,-11.0,-3.6344974040985107,-0.784136950969696,-0.07435894012451172,2.721449136734009
182423.03125,2.799999952316284,-13.5,-3.9793002605438232,-0.697340190410614,-0.056877635419368744,2.7556941509246826
184230.59375,2.799999952316284,-13.0,-3.9309754371643066,-0.7204129099845886,-0.06082461401820183,2.6954305171966553
186154.625,2.799999952316284,-12.5,-3.9780020713806152,-0.7801274657249451,-0.06870069354772568,2.8268678188323975
181006.484375,2.799999952316284,-12.0,-3.8943045139312744,-0.7894796133041382,-0.07116380333900452,2.8678369522094727
183420.4375,2.799999952316284,-11.5,-3.737772226333618,-0.7711501717567444,-0.07068850845098495,2.6600897312164307
182313.34375,2.799999952316284,-11.0,-4.050771236419678,-0.9330266118049622,-0.08951327204704285,2.714935302734375
185229.125,4.599999904632568,-13.5,-4.014383316040039,-0.701866090297699,-0.056756455451250076,2.78678560256958
181617.78125,4.599999904632568,-13.0,-3.915062427520752,-0.7031437754631042,-0.058154989033937454,2.8346619606018066
182147.484375,4.599999904632568,-12.5,-3.699395179748535,-0.662310004234314,-0.05528765544295311,2.7781662940979004
186599.359375,4.599999904632568,-12.0,-4.535389423370361,-1.0235289335250854,-0.09533076733350754,2.877317428588867
184939.328125,4.599999904632568,-11.5,-3.534146785736084,-0.6816337704658508,-0.06026126444339752,2.7187740802764893
186474.15625,4.599999904632568,-11.0,-3.92545223236084,-0.8763136267662048,-0.08286570757627487,2.8580310344696045
185327.984375,6.400000095367432,-13.5,-3.936811923980713,-0.6588909029960632,-0.051136210560798645,2.8323545455932617
183355.296875,6.400000095367432,-13.0,-3.705965042114258,-0.6121262311935425,-0.04762345924973488,2.7674357891082764
186095.53125,6.400000095367432,-12.5,-4.3983049392700195,-0.9179767966270447,-0.08171559125185013,2.817194700241089
182111.046875,6.400000095367432,-12.0,-4.498727798461914,-0.9981563091278076,-0.09178034961223602,2.728604793548584
181935.765625,6.400000095367432,-11.5,-3.8687021732330322,-0.798790693283081,-0.07198169082403183,2.759430170059204
186757.40625,6.400000095367432,-11.0,-3.6450421810150146,-0.7542341351509094,-0.06865251064300537,2.9162747859954834
182355.109375,8.199999809265137,-13.5,-3.70386004447937,-0.5582690834999084,-0.03953217342495918,2.8903684616088867
181844.171875,8.199999809265137,-13.0,-3.6730313301086426,-0.5888012051582336,-0.0443505123257637,2.899064779281616
185688.0625,8.199999809265137,-12.5,-3.9042959213256836,-0.7175211310386658,-0.059454355388879776,2.8321783542633057
181528.890625,8.199999809265137,-12.0,-3.846825122833252,-0.737694501876831,-0.06314986199140549,2.842857837677002
180668.171875,8.199999809265137,-11.5,-3.91161847114563,-0.8052206635475159,-0.07195860892534256,2.9425911903381348
181482.109375,8.199999809265137,-11.0,-3.573666572570801,-0.7139456868171692,-0.06335029751062393,2.8308234214782715
183921.125,10.0,-13.5,-4.150648593902588,-0.7185383439064026,-0.055874623358249664,2.789832830429077
181730.640625,10.0,-13.0,-3.941256523132324,-0.6799109578132629,-0.05322447791695595,2.8977010250091553
181523.765625,10.0,-12.5,-3.619109630584717,-0.5982674956321716,-0.04599149897694588,2.937133550643921
185903.765625,10.0,-12.0,-4.410320281982422,-0.9399473071098328,-0.08371765166521072,2.8039133548736572
181860.6875,10.0,-11.5,-4.087848663330078,-0.8597003817558289,-0.07678132504224777,2.778993606567383
184115.921875,10.0,-11.0,-3.9568467140197754,-0.8523353934288025,-0.07759292423725128,2.677865982055664
