b_values,loglikelihood
1.0,2914.3644815059647
1.4736842105263157,1316.7614940654732
1.9473684210526314,1334.834133326512
2.4210526315789473,1752.8498587430126
2.894736842105263,2117.410405639844
3.3684210526315788,1567.5226045169557
3.8421052631578947,987.8280273203387
4.315789473684211,1741.131223945063
4.789473684210526,1073.0424544527618
5.263157894736842,1171.1956132572407
5.7368421052631575,2733.0474676677754
6.2105263157894735,2039.3927885848227
6.684210526315789,1740.4498867336122
7.157894736842105,1075.8947190916172
7.63157894736842,1279.4663202025788
8.105263157894736,1267.9042215516831
8.578947368421051,953.1631940633781
9.052631578947368,1254.6517633839662
9.526315789473683,1027.4421601736442
10.0,1354.7320156703286
