b_values,p0_values,loglikelihood
1.0,-15.0,16708.091796875
1.0,-13.333333015441895,19242.40234375
1.0,-11.666666984558105,7515.5341796875
1.0,-10.0,184522.3125
1.6666667461395264,-15.0,37389.7734375
1.6666667461395264,-13.333333015441895,209.4974822998047
1.6666667461395264,-11.666666984558105,2095.81982421875
1.6666667461395264,-10.0,32704.27734375
2.3333332538604736,-15.0,11522.2646484375
2.3333332538604736,-13.333333015441895,5866.46923828125
2.3333332538604736,-11.666666984558105,89075.8515625
2.3333332538604736,-10.0,279.1368713378906
3.0,-15.0,25483.1796875
3.0,-13.333333015441895,162750.6875
3.0,-11.666666984558105,39735.2578125
3.0,-10.0,6311.4736328125
