b_values,loglikelihood
1.0,2002.67182961322
1.4736842105263157,1615.132224926973
1.9473684210526314,2100.1321663195313
2.4210526315789473,1772.1185008795796
2.894736842105263,2261.7463888985963
3.3684210526315788,1883.0045969733321
3.8421052631578947,2705.5881249378963
4.315789473684211,1355.321923458731
4.789473684210526,1314.2271713983805
5.263157894736842,1630.5118819103254
5.7368421052631575,1622.3752585595043
6.2105263157894735,2850.48375822417
6.684210526315789,2235.7076485263738
7.157894736842105,2659.7113709455957
7.63157894736842,2493.5410367535387
8.105263157894736,1359.5575486881398
8.578947368421051,1614.3716955817579
9.052631578947368,1820.8829087624927
9.526315789473683,1899.8473801175262
10.0,1093.617828928134
