b_values,p0_values,loglikelihood
1.0,-15.0,0.8288639187812805
1.0,-14.82758617401123,0.7755832672119141
1.0,-14.655172348022461,2.481139898300171
1.0,-14.482758522033691,1.3787105083465576
1.0,-14.310344696044922,1.7551931142807007
1.0,-14.137930870056152,0.6494461297988892
1.0,-13.965517044067383,4.753043174743652
1.0,-13.793103218078613,1.1776310205459595
1.0,-13.620689392089844,1.4423719644546509
1.0,-13.448275566101074,3.634342908859253
1.0,-13.275861740112305,0.8898589611053467
1.0,-13.103447914123535,3.4130265712738037
1.0,-12.931034088134766,4.723781108856201
1.0,-12.758620262145996,1.1635042428970337
1.0,-12.586206436157227,0.6142041087150574
1.0,-12.413793563842773,2.4329802989959717
1.0,-12.241379737854004,0.930884063243866
1.0,-12.068965911865234,4.009163856506348
1.0,-11.896552085876465,1.475101113319397
1.0,-11.724138259887695,0.9697086811065674
1.0,-11.551724433898926,0.6214931607246399
1.0,-11.379310607910156,1.1906839609146118
1.0,-11.206896781921387,0.6396211385726929
1.0,-11.034482955932617,0.6219431161880493
1.0,-10.862069129943848,0.7291764616966248
1.0,-10.689655303955078,1.0943816900253296
1.0,-10.517241477966309,1.0479612350463867
1.0,-10.344827651977539,1.4950882196426392
1.0,-10.17241382598877,1.851935863494873
1.0,-10.0,3.3382222652435303
1.137930989265442,-15.0,4.024822235107422
1.137930989265442,-14.82758617401123,1.1174083948135376
1.137930989265442,-14.655172348022461,4.425958156585693
1.137930989265442,-14.482758522033691,0.7113529443740845
1.137930989265442,-14.310344696044922,1.2677675485610962
1.137930989265442,-14.137930870056152,0.840023934841156
1.137930989265442,-13.965517044067383,2.980132579803467
1.137930989265442,-13.793103218078613,1.3039079904556274
1.137930989265442,-13.620689392089844,3.4096105098724365
1.137930989265442,-13.448275566101074,2.8069589138031006
1.137930989265442,-13.275861740112305,0.6101329326629639
1.137930989265442,-13.103447914123535,1.192684531211853
1.137930989265442,-12.931034088134766,4.612997531890869
1.137930989265442,-12.758620262145996,3.6173317432403564
1.137930989265442,-12.586206436157227,0.6750181913375854
1.137930989265442,-12.413793563842773,0.7348740100860596
1.137930989265442,-12.241379737854004,0.6695358753204346
1.137930989265442,-12.068965911865234,0.7145397663116455
1.137930989265442,-11.896552085876465,3.341759204864502
1.137930989265442,-11.724138259887695,0.8150942921638489
1.137930989265442,-11.551724433898926,2.2231874465942383
1.137930989265442,-11.379310607910156,2.640043258666992
1.137930989265442,-11.206896781921387,0.9363842606544495
1.137930989265442,-11.034482955932617,2.2392168045043945
1.137930989265442,-10.862069129943848,0.9288028478622437
1.137930989265442,-10.689655303955078,1.2915892601013184
1.137930989265442,-10.517241477966309,2.295224905014038
1.137930989265442,-10.344827651977539,0.73121577501297
1.137930989265442,-10.17241382598877,2.369156837463379
1.137930989265442,-10.0,2.792363166809082
1.2758620977401733,-15.0,1.7497419118881226
1.2758620977401733,-14.82758617401123,1.8550353050231934
1.2758620977401733,-14.655172348022461,1.015849232673645
1.2758620977401733,-14.482758522033691,1.9153637886047363
1.2758620977401733,-14.310344696044922,1.2614158391952515
1.2758620977401733,-14.137930870056152,0.9181185364723206
1.2758620977401733,-13.965517044067383,2.813777446746826
1.2758620977401733,-13.793103218078613,1.0041359663009644
1.2758620977401733,-13.620689392089844,1.5000752210617065
1.2758620977401733,-13.448275566101074,1.2440581321716309
1.2758620977401733,-13.275861740112305,2.0547454357147217
1.2758620977401733,-13.103447914123535,2.9467504024505615
1.2758620977401733,-12.931034088134766,0.5718567371368408
1.2758620977401733,-12.758620262145996,3.53633451461792
1.2758620977401733,-12.586206436157227,1.8854881525039673
1.2758620977401733,-12.413793563842773,1.0511596202850342
1.2758620977401733,-12.241379737854004,0.7567052245140076
1.2758620977401733,-12.068965911865234,3.7597973346710205
1.2758620977401733,-11.896552085876465,3.3405892848968506
1.2758620977401733,-11.724138259887695,0.5611083507537842
