b_values,loglikelihood
1.0,1226.8656917337128
1.4736842105263157,1622.4688934573003
1.9473684210526314,1169.5439867736002
2.4210526315789473,1194.4270417961907
2.894736842105263,2125.8102840468814
3.3684210526315788,1159.061198117887
3.8421052631578947,2314.8454679788438
4.315789473684211,1329.0405600163888
4.789473684210526,1330.2181207478736
5.263157894736842,2228.4195555756883
5.7368421052631575,1147.8909817512688
6.2105263157894735,1682.923645295845
6.684210526315789,1913.7677258173023
7.157894736842105,2872.2737498829806
7.63157894736842,1791.2549305307057
8.105263157894736,1347.4828150223773
8.578947368421051,1889.2571372743628
9.052631578947368,1290.945240835913
9.526315789473683,1876.809818830481
10.0,1529.2493727882254
