b_values,loglikelihood
1.0,2079.040357449954
1.4736842105263157,2523.282927896894
1.9473684210526314,2223.6242072536415
2.4210526315789473,2184.011904471794
2.894736842105263,1544.0823385101778
3.3684210526315788,3220.9962797517173
3.8421052631578947,1828.7920452231438
4.315789473684211,1539.1356667627908
4.789473684210526,1196.877354292235
5.263157894736842,1435.956121588382
5.7368421052631575,1278.9267526577125
6.2105263157894735,1540.38631062852
6.684210526315789,1910.0171060056118
7.157894736842105,1100.0454281984546
7.63157894736842,1371.8950709697572
8.105263157894736,2762.535999357838
8.578947368421051,1929.725980422283
9.052631578947368,983.2775336630103
9.526315789473683,2842.389368206144
10.0,1571.0941100890368
