b_values,p0_values,loglikelihood
-10.0,-15.0,7397.339
-10.0,-12.75,2528.1418
-10.0,-10.5,1743.1251
-10.0,-8.25,55461.195
-10.0,-6.0,1022.3049
-7.75,-15.0,126.456276
-7.75,-12.75,1847.4719
-7.75,-10.5,387.24255
-7.75,-8.25,24.966913
-7.75,-6.0,185.34407
-5.5,-15.0,6270.6826
-5.5,-12.75,69583.38
-5.5,-10.5,87.15495
-5.5,-8.25,26457.164
-5.5,-6.0,1307.4745
-3.25,-15.0,80.61446
-3.25,-12.75,220307.73
-3.25,-10.5,6.0424876
-3.25,-8.25,2014.7144
-3.25,-6.0,82.12302
-1.0,-15.0,836.45197
-1.0,-12.75,1334.4698
-1.0,-10.5,102249.08
-1.0,-8.25,41407.16
-1.0,-6.0,2177.4177
